Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2745","Miel","2013","2013","kg","0.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2546","Haricots","2013","2013","kg","2.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2547","Pois","2013","2013","kg","0.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2549","Légumineuses Autres","2013","2013","kg","0.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2551","Noix","2013","2013","kg","3.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2555","Soja","2013","2013","kg","0.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2556","Arachides Decortiquees","2013","2013","kg","0.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2557","Graines de tournesol","2013","2013","kg","0.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2558","Graines Colza/Moutarde","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2560","Coco (Incl Coprah)","2013","2013","kg","0.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2561","Sésame","2013","2013","kg","0.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2563","Olives","2013","2013","kg","0.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2570","Plantes Oleiferes, Autre","2013","2013","kg","0.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2571","Huile de Soja","2013","2013","kg","2.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2572","Huile d'Arachide","2013","2013","kg","0.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2573","Huile de Tournesol","2013","2013","kg","2.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2574","Huile de Colza&Moutarde","2013","2013","kg","4.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","104","Irlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","2576","Huile de Palmistes","2013","2013","kg","0.25","Fc","Donnée calculée"
